S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
7029,18/03/2020,Uttar Pradesh,16,11,5,0
7030,19/03/2020,Uttar Pradesh,17,12,5,0
7031,20/03/2020,Uttar Pradesh,19,10,9,0
7032,21/03/2020,Uttar Pradesh,24,15,9,0
7033,22/03/2020,Uttar Pradesh,27,18,9,0
7034,23/03/2020,Uttar Pradesh,31,22,9,0
7035,24/03/2020,Uttar Pradesh,33,24,9,0
7036,25/03/2020,Uttar Pradesh,33,22,11,0
7037,26/03/2020,Uttar Pradesh,37,26,11,0
7038,27/03/2020,Uttar Pradesh,41,30,11,0
7039,28/03/2020,Uttar Pradesh,55,44,11,0
7040,29/03/2020,Uttar Pradesh,55,44,11,0
7041,30/03/2020,Uttar Pradesh,75,64,11,0
7042,31/03/2020,Uttar Pradesh,101,87,14,0
7043,01/04/2020,Uttar Pradesh,103,89,14,0
7044,02/04/2020,Uttar Pradesh,113,97,14,2
7045,03/04/2020,Uttar Pradesh,113,97,14,2
7046,04/04/2020,Uttar Pradesh,174,153,19,2
7047,05/04/2020,Uttar Pradesh,227,206,19,2
7048,06/04/2020,Uttar Pradesh,227,206,19,2
7049,07/04/2020,Uttar Pradesh,305,281,21,3
7050,08/04/2020,Uttar Pradesh,326,302,21,3
7051,09/04/2020,Uttar Pradesh,361,330,27,4
7052,10/04/2020,Uttar Pradesh,410,375,31,4
7053,11/04/2020,Uttar Pradesh,431,395,32,4
7054,12/04/2020,Uttar Pradesh,452,402,45,5
7055,13/04/2020,Uttar Pradesh,483,432,46,5
7056,14/04/2020,Uttar Pradesh,558,504,49,5
7057,15/04/2020,Uttar Pradesh,660,605,50,5
7058,16/04/2020,Uttar Pradesh,735,673,51,11
7059,17/04/2020,Uttar Pradesh,805,718,74,13
7060,18/04/2020,Uttar Pradesh,849,753,82,14
7061,19/04/2020,Uttar Pradesh,969,869,86,14
7062,20/04/2020,Uttar Pradesh,1084,959,108,17
7063,21/04/2020,Uttar Pradesh,1184,1026,140,18
7064,22/04/2020,Uttar Pradesh,1294,1134,140,20
7065,23/04/2020,Uttar Pradesh,1449,1255,173,21
7066,24/04/2020,Uttar Pradesh,1510,1280,206,24
7067,25/04/2020,Uttar Pradesh,1621,1349,247,25
7068,26/04/2020,Uttar Pradesh,1793,1505,261,27
7069,27/04/2020,Uttar Pradesh,1868,1550,289,29
7070,28/04/2020,Uttar Pradesh,1955,1589,335,31
7071,29/04/2020,Uttar Pradesh,2053,1557,462,34
7072,30/04/2020,Uttar Pradesh,2134,1585,510,39
7073,01/05/2020,Uttar Pradesh,2203,1651,513,39
7074,02/05/2020,Uttar Pradesh,2328,1632,654,42
7075,03/05/2020,Uttar Pradesh,2487,1755,689,43
7076,04/05/2020,Uttar Pradesh,2645,1848,754,43
7077,05/05/2020,Uttar Pradesh,2766,1914,802,50
7078,06/05/2020,Uttar Pradesh,2880,1837,987,56
7079,07/05/2020,Uttar Pradesh,2998,1808,1130,60
7080,08/05/2020,Uttar Pradesh,3071,1759,1250,62
7081,09/05/2020,Uttar Pradesh,3214,1761,1387,66
7082,10/05/2020,Uttar Pradesh,3373,1800,1499,74
7083,11/05/2020,Uttar Pradesh,3467,1740,1653,74
7084,12/05/2020,Uttar Pradesh,3573,1735,1758,80
7085,13/05/2020,Uttar Pradesh,3664,1709,1873,82
7086,14/05/2020,Uttar Pradesh,3729,1744,1902,83
7087,15/05/2020,Uttar Pradesh,3902,1742,2072,88
7088,16/05/2020,Uttar Pradesh,4057,1797,2165,95
7089,17/05/2020,Uttar Pradesh,4258,1713,2441,104
7090,18/05/2020,Uttar Pradesh,4259,1714,2441,104
7091,19/05/2020,Uttar Pradesh,4605,1704,2783,118
7092,20/05/2020,Uttar Pradesh,4926,1885,2918,123
7093,21/05/2020,Uttar Pradesh,5175,1982,3066,127
7094,22/05/2020,Uttar Pradesh,5515,2173,3204,138
7095,23/05/2020,Uttar Pradesh,5735,2345,3238,152
7096,24/05/2020,Uttar Pradesh,6017,2456,3406,155
7097,25/05/2020,Uttar Pradesh,6268,2569,3538,161
7098,26/05/2020,Uttar Pradesh,6532,2786,3581,165
7099,27/05/2020,Uttar Pradesh,6548,2680,3698,170
7100,28/05/2020,Uttar Pradesh,6991,2818,3991,182
7101,29/05/2020,Uttar Pradesh,7170,2758,4215,197
7102,30/05/2020,Uttar Pradesh,7284,2842,4244,198
7103,31/05/2020,Uttar Pradesh,7445,2834,4410,201
7104,01/06/2020,Uttar Pradesh,7823,2901,4709,213
7105,02/06/2020,Uttar Pradesh,8075,3015,4843,217
7106,03/06/2020,Uttar Pradesh,8361,3109,5030,222
7107,04/06/2020,Uttar Pradesh,8729,3324,5176,229
7108,05/06/2020,Uttar Pradesh,9237,3553,5439,245
7109,06/06/2020,Uttar Pradesh,9733,3828,5648,257
7110,07/06/2020,Uttar Pradesh,9733,3828,5648,257
7111,08/06/2020,Uttar Pradesh,10536,4076,6185,275
7112,09/06/2020,Uttar Pradesh,10947,4320,6344,283
7113,10/06/2020,Uttar Pradesh,11335,4365,6669,301
7114,11/06/2020,Uttar Pradesh,11610,4418,6871,321
7115,12/06/2020,Uttar Pradesh,12088,4451,7292,345
7116,13/06/2020,Uttar Pradesh,12616,4642,7609,365
7117,14/06/2020,Uttar Pradesh,13118,4858,7875,385
7118,15/06/2020,Uttar Pradesh,13615,4948,8268,399
7119,16/06/2020,Uttar Pradesh,13615,4948,8268,399
7120,17/06/2020,Uttar Pradesh,14091,5064,8610,417
7121,18/06/2020,Uttar Pradesh,14598,5259,8904,435
7122,19/06/2020,Uttar Pradesh,15181,5477,9239,465
7123,20/06/2020,Uttar Pradesh,15785,5659,9638,488
7124,21/06/2020,Uttar Pradesh,16594,6092,9995,507
7125,22/06/2020,Uttar Pradesh,17731,6186,10995,550
7126,23/06/2020,Uttar Pradesh,18322,6152,11601,569
7127,24/06/2020,Uttar Pradesh,18893,6189,12116,588
7128,25/06/2020,Uttar Pradesh,19557,6375,12586,596
7129,26/06/2020,Uttar Pradesh,20193,6463,13119,611
7130,27/06/2020,Uttar Pradesh,20943,6730,13583,630
7131,28/06/2020,Uttar Pradesh,21549,6685,14215,649
7132,29/06/2020,Uttar Pradesh,22147,6679,14808,660
7133,30/06/2020,Uttar Pradesh,22828,6650,15506,672
7134,01/07/2020,Uttar Pradesh,23492,6711,16084,697
7135,02/07/2020,Uttar Pradesh,24056,6709,16629,718
7136,03/07/2020,Uttar Pradesh,24825,6869,17221,735
7137,04/07/2020,Uttar Pradesh,25797,7451,17597,749
7138,05/07/2020,Uttar Pradesh,26554,7627,18154,773
7139,06/07/2020,Uttar Pradesh,27707,8161,18761,785
7140,07/07/2020,Uttar Pradesh,28636,8718,19109,809
7141,08/07/2020,Uttar Pradesh,29968,9514,19627,827
7142,09/07/2020,Uttar Pradesh,31156,9980,20331,845
7143,10/07/2020,Uttar Pradesh,32362,10373,21127,862
7144,11/07/2020,Uttar Pradesh,33700,11024,21787,889
7145,12/07/2020,Uttar Pradesh,35092,11490,22689,913
7146,13/07/2020,Uttar Pradesh,36476,12208,23334,934
7147,14/07/2020,Uttar Pradesh,38130,12972,24203,955
7148,15/07/2020,Uttar Pradesh,39724,13758,24983,983
7149,16/07/2020,Uttar Pradesh,41383,14628,25743,1012
7150,17/07/2020,Uttar Pradesh,43441,15720,26675,1046
7151,18/07/2020,Uttar Pradesh,45163,16445,27634,1084
7152,19/07/2020,Uttar Pradesh,47036,17264,28664,1108
7153,20/07/2020,Uttar Pradesh,49247,18256,29845,1146
7154,21/07/2020,Uttar Pradesh,51160,19137,30831,1192
7155,22/07/2020,Uttar Pradesh,53288,20204,31855,1229
7156,23/07/2020,Uttar Pradesh,55588,20825,33500,1263
7157,24/07/2020,Uttar Pradesh,58104,21012,35803,1289
7158,25/07/2020,Uttar Pradesh,60771,21711,37712,1348
7159,26/07/2020,Uttar Pradesh,63742,22452,39903,1387
7160,27/07/2020,Uttar Pradesh,66988,23921,41641,1426
7161,28/07/2020,Uttar Pradesh,70493,26204,42833,1456
7162,29/07/2020,Uttar Pradesh,73951,27934,44520,1497
7163,30/07/2020,Uttar Pradesh,77334,29997,45807,1530
7164,31/07/2020,Uttar Pradesh,81039,32649,46803,1587
7165,01/08/2020,Uttar Pradesh,85461,34968,48863,1630
7166,02/08/2020,Uttar Pradesh,89048,36037,51334,1677
7167,03/08/2020,Uttar Pradesh,92921,38023,53168,1730
7168,04/08/2020,Uttar Pradesh,97362,40191,55393,1778
7169,05/08/2020,Uttar Pradesh,100310,41222,57271,1817
7170,06/08/2020,Uttar Pradesh,104388,41973,60558,1857
7171,07/08/2020,Uttar Pradesh,108974,43654,63402,1918
7172,08/08/2020,Uttar Pradesh,113378,44563,66834,1981
7173,09/08/2020,Uttar Pradesh,118038,46177,69833,2028
7174,10/08/2020,Uttar Pradesh,122609,47890,72650,2069
7175,11/08/2020,Uttar Pradesh,126722,47878,76724,2120
7176,12/08/2020,Uttar Pradesh,131763,48998,80589,2176
7177,13/08/2020,Uttar Pradesh,136238,49347,84661,2230
7178,14/08/2020,Uttar Pradesh,140775,49709,88786,2280
7179,15/08/2020,Uttar Pradesh,145287,50426,92526,2335
7180,16/08/2020,Uttar Pradesh,150061,51437,96231,2393
7181,17/08/2020,Uttar Pradesh,154418,51537,100432,2449
7182,18/08/2020,Uttar Pradesh,158216,50893,104808,2515
7183,19/08/2020,Uttar Pradesh,162434,50242,109607,2585
7184,20/08/2020,Uttar Pradesh,167510,49645,115227,2638
7185,21/08/2020,Uttar Pradesh,172334,48511,121090,2733
7186,22/08/2020,Uttar Pradesh,177239,47785,126657,2797
7187,23/08/2020,Uttar Pradesh,182453,48291,131295,2867
7188,24/08/2020,Uttar Pradesh,187781,49242,135613,2926
7189,25/08/2020,Uttar Pradesh,192382,49288,140107,2987
7190,26/08/2020,Uttar Pradesh,197388,49575,144754,3059
7191,27/08/2020,Uttar Pradesh,203028,51317,148562,3149
7192,28/08/2020,Uttar Pradesh,208419,52309,152893,3217
7193,29/08/2020,Uttar Pradesh,213824,52651,157879,3294
7194,30/08/2020,Uttar Pradesh,219457,53360,162741,3356
7195,31/08/2020,Uttar Pradesh,225632,54666,167543,3423
7196,01/09/2020,Uttar Pradesh,230414,54788,172140,3486
7197,02/09/2020,Uttar Pradesh,235757,55538,176677,3542
7198,03/09/2020,Uttar Pradesh,241439,56459,181364,3616
7199,04/09/2020,Uttar Pradesh,247101,57598,185812,3691
7200,05/09/2020,Uttar Pradesh,253175,58595,190818,3762
7201,06/09/2020,Uttar Pradesh,259765,59963,195959,3843
7202,07/09/2020,Uttar Pradesh,266283,61625,200738,3920
7203,08/09/2020,Uttar Pradesh,271851,62144,205731,3976
7204,09/09/2020,Uttar Pradesh,278473,63256,211170,4047
7205,10/09/2020,Uttar Pradesh,285041,64028,216901,4112
7206,11/09/2020,Uttar Pradesh,292029,66317,221506,4206
7207,12/09/2020,Uttar Pradesh,299045,67321,227442,4282
7208,13/09/2020,Uttar Pradesh,305831,67955,233527,4349
7209,14/09/2020,Uttar Pradesh,312036,68122,239485,4429
7210,15/09/2020,Uttar Pradesh,317195,67287,245417,4491
7211,16/09/2020,Uttar Pradesh,324036,67335,252097,4604
7212,17/09/2020,Uttar Pradesh,330265,67002,258573,4690
7213,18/09/2020,Uttar Pradesh,336294,68235,263288,4771
7214,19/09/2020,Uttar Pradesh,342788,67825,270094,4869
7215,20/09/2020,Uttar Pradesh,348517,66874,276690,4953
7216,21/09/2020,Uttar Pradesh,354275,65954,283274,5047
7217,22/09/2020,Uttar Pradesh,358893,64164,289594,5135
7218,23/09/2020,Uttar Pradesh,364543,63148,296183,5212
7219,24/09/2020,Uttar Pradesh,369686,61698,302689,5299
7220,25/09/2020,Uttar Pradesh,374277,61300,307611,5366
7221,26/09/2020,Uttar Pradesh,378533,59397,313686,5450
7222,27/09/2020,Uttar Pradesh,382835,57086,320232,5517
7223,28/09/2020,Uttar Pradesh,387085,55603,325888,5594
7224,29/09/2020,Uttar Pradesh,390875,53953,331270,5652
7225,30/09/2020,Uttar Pradesh,394856,52160,336981,5715
7226,01/10/2020,Uttar Pradesh,399082,50883,342415,5784
7227,02/10/2020,Uttar Pradesh,403101,50378,346859,5864
7228,03/10/2020,Uttar Pradesh,406995,49112,351966,5917
7229,04/10/2020,Uttar Pradesh,410626,47823,356826,5977
7230,05/10/2020,Uttar Pradesh,414466,46385,362052,6029
7231,06/10/2020,Uttar Pradesh,417437,45024,366321,6092
7232,07/10/2020,Uttar Pradesh,420937,44031,370753,6153
7233,08/10/2020,Uttar Pradesh,424326,43154,374972,6200
7234,09/10/2020,Uttar Pradesh,427459,42552,378662,6245
7235,10/10/2020,Uttar Pradesh,430666,41287,383086,6293
7236,11/10/2020,Uttar Pradesh,433712,40210,387149,6353
7237,12/10/2020,Uttar Pradesh,436979,40019,390566,6394
7238,13/10/2020,Uttar Pradesh,439161,38815,393908,6438
7239,14/10/2020,Uttar Pradesh,442118,38082,397570,6466
7240,15/10/2020,Uttar Pradesh,444711,36898,401306,6507
7241,16/10/2020,Uttar Pradesh,447383,36295,404545,6543
7242,17/10/2020,Uttar Pradesh,449935,35263,408083,6589
7243,18/10/2020,Uttar Pradesh,452660,34420,411611,6629
7244,16/03/2020,Uttarakhand,1,1,0,0
7245,17/03/2020,Uttarakhand,1,1,0,0
7246,18/03/2020,Uttarakhand,1,1,0,0
7247,19/03/2020,Uttarakhand,1,1,0,0
7248,20/03/2020,Uttarakhand,1,1,0,0
7249,21/03/2020,Uttarakhand,3,3,0,0
7250,22/03/2020,Uttarakhand,3,3,0,0
7251,23/03/2020,Uttarakhand,3,3,0,0
7252,24/03/2020,Uttarakhand,3,3,0,0
7253,25/03/2020,Uttarakhand,4,4,0,0
7254,26/03/2020,Uttarakhand,5,5,0,0
7255,27/03/2020,Uttarakhand,5,5,0,0
7256,28/03/2020,Uttarakhand,5,5,0,0
7257,29/03/2020,Uttarakhand,6,5,1,0
7258,30/03/2020,Uttarakhand,7,5,2,0
7259,31/03/2020,Uttarakhand,7,5,2,0
7260,01/04/2020,Uttarakhand,7,5,2,0
7261,02/04/2020,Uttarakhand,7,5,2,0
7262,03/04/2020,Uttarakhand,10,8,2,0
7263,04/04/2020,Uttarakhand,16,14,2,0
7264,05/04/2020,Uttarakhand,22,20,2,0
7265,06/04/2020,Uttarakhand,26,22,4,0
7266,07/04/2020,Uttarakhand,31,26,5,0
7267,08/04/2020,Uttarakhand,31,26,5,0
7268,09/04/2020,Uttarakhand,33,28,5,0
7269,10/04/2020,Uttarakhand,35,30,5,0
7270,11/04/2020,Uttarakhand,35,30,5,0
7271,12/04/2020,Uttarakhand,35,30,5,0
7272,13/04/2020,Uttarakhand,35,30,5,0
7273,14/04/2020,Uttarakhand,35,30,5,0
7274,15/04/2020,Uttarakhand,37,28,9,0
7275,16/04/2020,Uttarakhand,37,28,9,0
7276,17/04/2020,Uttarakhand,37,28,9,0
7277,18/04/2020,Uttarakhand,40,31,9,0
7278,19/04/2020,Uttarakhand,42,33,9,0
7279,20/04/2020,Uttarakhand,44,33,11,0
7280,21/04/2020,Uttarakhand,46,28,18,0
7281,22/04/2020,Uttarakhand,46,27,19,0
7282,23/04/2020,Uttarakhand,46,23,23,0
7283,24/04/2020,Uttarakhand,47,23,24,0
7284,25/04/2020,Uttarakhand,48,23,25,0
7285,26/04/2020,Uttarakhand,48,22,26,0
7286,27/04/2020,Uttarakhand,50,22,28,0
7287,28/04/2020,Uttarakhand,51,18,33,0
7288,29/04/2020,Uttarakhand,54,21,33,0
7289,30/04/2020,Uttarakhand,55,19,36,0
7290,01/05/2020,Uttarakhand,57,21,36,0
7291,02/05/2020,Uttarakhand,58,22,36,0
7292,03/05/2020,Uttarakhand,59,20,39,0
7293,04/05/2020,Uttarakhand,60,21,39,0
7294,05/05/2020,Uttarakhand,60,20,39,1
7295,06/05/2020,Uttarakhand,61,21,39,1
7296,07/05/2020,Uttarakhand,61,21,39,1
7297,08/05/2020,Uttarakhand,61,21,39,1
7298,09/05/2020,Uttarakhand,63,16,46,1
7299,10/05/2020,Uttarakhand,67,20,46,1
7300,11/05/2020,Uttarakhand,68,21,46,1
7301,12/05/2020,Uttarakhand,68,21,46,1
7302,13/05/2020,Uttarakhand,69,22,46,1
7303,14/05/2020,Uttarakhand,72,25,46,1
7304,15/05/2020,Uttarakhand,78,27,50,1
7305,16/05/2020,Uttarakhand,82,30,51,1
7306,17/05/2020,Uttarakhand,88,36,51,1
7307,18/05/2020,Uttarakhand,92,39,52,1
7308,19/05/2020,Uttarakhand,93,40,52,1
7309,20/05/2020,Uttarakhand,111,58,52,1
7310,21/05/2020,Uttarakhand,122,68,53,1
7311,22/05/2020,Uttarakhand,146,91,54,1
7312,23/05/2020,Uttarakhand,153,96,56,1
7313,24/05/2020,Uttarakhand,244,186,56,2
7314,25/05/2020,Uttarakhand,317,256,58,3
7315,26/05/2020,Uttarakhand,349,288,58,3
7316,27/05/2020,Uttarakhand,401,333,64,4
7317,28/05/2020,Uttarakhand,469,386,79,4
7318,29/05/2020,Uttarakhand,500,417,79,4
7319,30/05/2020,Uttarakhand,716,609,102,5
7320,31/05/2020,Uttarakhand,749,642,102,5
7321,01/06/2020,Uttarakhand,907,800,102,5
7322,02/06/2020,Uttarakhand,958,730,222,6
7323,03/06/2020,Uttarakhand,1043,784,252,7
7324,04/06/2020,Uttarakhand,1085,795,282,8
7325,05/06/2020,Uttarakhand,1153,846,297,10
7326,06/06/2020,Uttarakhand,1215,860,344,11
7327,07/06/2020,Uttarakhand,1303,869,423,11
7328,08/06/2020,Uttarakhand,1355,814,528,13
7329,09/06/2020,Uttarakhand,1411,684,714,13
7330,10/06/2020,Uttarakhand,1537,769,755,13
7331,11/06/2020,Uttarakhand,1562,716,831,15
7332,12/06/2020,Uttarakhand,1643,786,842,15
7333,13/06/2020,Uttarakhand,1724,756,947,21
7334,14/06/2020,Uttarakhand,1785,685,1077,23
7335,15/06/2020,Uttarakhand,1819,684,1111,24
7336,16/06/2020,Uttarakhand,1845,632,1189,24
7337,17/06/2020,Uttarakhand,1942,701,1216,25
7338,18/06/2020,Uttarakhand,2023,743,1254,26
7339,19/06/2020,Uttarakhand,2102,690,1386,26
7340,20/06/2020,Uttarakhand,2177,718,1433,26
7341,21/06/2020,Uttarakhand,2301,824,1450,27
7342,22/06/2020,Uttarakhand,2344,817,1500,27
7343,23/06/2020,Uttarakhand,2402,853,1521,28
7344,24/06/2020,Uttarakhand,2535,903,1602,30
7345,25/06/2020,Uttarakhand,2623,867,1721,35
7346,26/06/2020,Uttarakhand,2691,897,1758,36
7347,27/06/2020,Uttarakhand,2725,866,1822,37
7348,28/06/2020,Uttarakhand,2791,842,1912,37
7349,29/06/2020,Uttarakhand,2823,767,2018,38
7350,30/06/2020,Uttarakhand,2831,681,2111,39
7351,01/07/2020,Uttarakhand,2881,609,2231,41
7352,02/07/2020,Uttarakhand,2947,589,2317,41
7353,03/07/2020,Uttarakhand,2984,537,2405,42
7354,04/07/2020,Uttarakhand,3048,525,2481,42
7355,05/07/2020,Uttarakhand,3093,549,2502,42
7356,06/07/2020,Uttarakhand,3124,558,2524,42
7357,07/07/2020,Uttarakhand,3161,533,2586,42
7358,08/07/2020,Uttarakhand,3230,566,2621,43
7359,09/07/2020,Uttarakhand,3258,562,2650,46
7360,10/07/2020,Uttarakhand,3305,587,2672,46
7361,11/07/2020,Uttarakhand,3373,621,2706,46
7362,12/07/2020,Uttarakhand,3417,653,2718,46
7363,13/07/2020,Uttarakhand,3537,704,2786,47
7364,14/07/2020,Uttarakhand,3608,703,2856,49
7365,15/07/2020,Uttarakhand,3686,769,2867,50
7366,16/07/2020,Uttarakhand,3785,787,2948,50
7367,17/07/2020,Uttarakhand,3982,937,2995,50
7368,18/07/2020,Uttarakhand,4102,1030,3021,51
7369,19/07/2020,Uttarakhand,4276,1143,3081,52
7370,20/07/2020,Uttarakhand,4515,1347,3116,52
7371,21/07/2020,Uttarakhand,4642,1375,3212,55
7372,22/07/2020,Uttarakhand,4849,1497,3297,55
7373,23/07/2020,Uttarakhand,5300,1894,3349,57
7374,24/07/2020,Uttarakhand,5445,1986,3399,60
7375,25/07/2020,Uttarakhand,5445,1986,3399,60
7376,26/07/2020,Uttarakhand,5961,2403,3495,63
7377,27/07/2020,Uttarakhand,6104,2475,3566,63
7378,28/07/2020,Uttarakhand,6328,2587,3675,66
7379,29/07/2020,Uttarakhand,6587,2797,3720,70
7380,30/07/2020,Uttarakhand,6866,2983,3811,72
7381,31/07/2020,Uttarakhand,7065,2993,3996,76
7382,01/08/2020,Uttarakhand,7183,2935,4168,80
7383,02/08/2020,Uttarakhand,7447,3034,4330,83
7384,03/08/2020,Uttarakhand,7593,3070,4437,86
7385,04/08/2020,Uttarakhand,7800,3172,4538,90
7386,05/08/2020,Uttarakhand,8008,3066,4847,95
7387,06/08/2020,Uttarakhand,8254,2923,5233,98
7388,07/08/2020,Uttarakhand,8552,3027,5427,98
7389,08/08/2020,Uttarakhand,8901,3058,5731,112
7390,09/08/2020,Uttarakhand,9402,3322,5963,117
7391,10/08/2020,Uttarakhand,9632,3373,6134,125
7392,11/08/2020,Uttarakhand,10021,3586,6301,134
7393,12/08/2020,Uttarakhand,10432,3826,6470,136
7394,13/08/2020,Uttarakhand,10886,4059,6687,140
7395,14/08/2020,Uttarakhand,11302,4145,7014,143
7396,15/08/2020,Uttarakhand,11615,3966,7502,147
7397,16/08/2020,Uttarakhand,11940,4041,7748,151
7398,17/08/2020,Uttarakhand,12175,3923,8100,152
7399,18/08/2020,Uttarakhand,12493,3850,8485,158
7400,19/08/2020,Uttarakhand,12961,4073,8724,164
7401,20/08/2020,Uttarakhand,13225,3915,9132,178
7402,21/08/2020,Uttarakhand,13636,4016,9433,187
7403,22/08/2020,Uttarakhand,14083,4215,9676,192
7404,23/08/2020,Uttarakhand,14566,4350,10021,195
7405,24/08/2020,Uttarakhand,15124,4444,10480,200
7406,25/08/2020,Uttarakhand,15529,4410,10912,207
7407,26/08/2020,Uttarakhand,16014,4600,11201,213
7408,27/08/2020,Uttarakhand,16549,4806,11524,219
7409,28/08/2020,Uttarakhand,17277,5274,11775,228
7410,29/08/2020,Uttarakhand,17865,5502,12124,239
7411,30/08/2020,Uttarakhand,18571,5735,12586,250
7412,31/08/2020,Uttarakhand,19235,5912,13066,257
7413,01/09/2020,Uttarakhand,19827,5908,13650,269
7414,02/09/2020,Uttarakhand,20398,6042,14076,280
7415,03/09/2020,Uttarakhand,21234,6442,14501,291
7416,04/09/2020,Uttarakhand,22180,6871,15009,300
7417,05/09/2020,Uttarakhand,23011,7188,15511,312
7418,06/09/2020,Uttarakhand,23961,7575,16056,330
7419,07/09/2020,Uttarakhand,24629,7640,16648,341
7420,08/09/2020,Uttarakhand,25436,7965,17123,348
7421,09/09/2020,Uttarakhand,26094,8261,17473,360
7422,10/09/2020,Uttarakhand,27211,8577,18262,372
7423,11/09/2020,Uttarakhand,28266,9106,18783,377
7424,12/09/2020,Uttarakhand,29221,9405,19428,388
7425,13/09/2020,Uttarakhand,30336,9781,20153,402
7426,14/09/2020,Uttarakhand,31973,10519,21040,414
7427,15/09/2020,Uttarakhand,33016,10374,22213,429
7428,16/09/2020,Uttarakhand,34407,10739,23230,438
7429,17/09/2020,Uttarakhand,35947,11068,24432,447
7430,18/09/2020,Uttarakhand,37139,11714,24965,460
7431,19/09/2020,Uttarakhand,38007,11293,26250,464
7432,20/09/2020,Uttarakhand,40085,12465,27142,478
7433,21/09/2020,Uttarakhand,40963,12455,28017,491
7434,22/09/2020,Uttarakhand,41777,12075,29201,501
7435,23/09/2020,Uttarakhand,42651,11831,30308,512
7436,24/09/2020,Uttarakhand,43720,11867,31324,529
7437,25/09/2020,Uttarakhand,44404,11507,32355,542
7438,26/09/2020,Uttarakhand,45332,10934,33843,555
7439,27/09/2020,Uttarakhand,46281,10856,34859,566
7440,28/09/2020,Uttarakhand,47045,10799,35672,574
7441,29/09/2020,Uttarakhand,47502,10066,36856,580
7442,30/09/2020,Uttarakhand,47995,9122,38282,591
7443,01/10/2020,Uttarakhand,49000,9111,39278,611
7444,02/10/2020,Uttarakhand,49248,8544,40079,625
7445,03/10/2020,Uttarakhand,49559,8504,40419,636
7446,04/10/2020,Uttarakhand,50062,8076,41338,648
7447,05/10/2020,Uttarakhand,51481,9089,41740,652
7448,06/10/2020,Uttarakhand,51991,8701,42621,669
7449,07/10/2020,Uttarakhand,52329,8414,43238,677
7450,08/10/2020,Uttarakhand,52959,8367,43904,688
7451,09/10/2020,Uttarakhand,53359,7849,44808,702
7452,10/10/2020,Uttarakhand,54063,7289,46058,716
7453,11/10/2020,Uttarakhand,54525,7321,46470,734
7454,12/10/2020,Uttarakhand,55051,7373,46931,747
7455,13/10/2020,Uttarakhand,55347,6976,47609,762
7456,14/10/2020,Uttarakhand,55641,6576,48283,782
7457,15/10/2020,Uttarakhand,56070,6145,49129,796
7458,16/10/2020,Uttarakhand,56493,5682,49997,814
7459,17/10/2020,Uttarakhand,57042,5692,50521,829
7460,18/10/2020,Uttarakhand,57648,5538,51186,924
7461,19/03/2020,West Bengal,1,1,0,0
